Numer;Dzien;Miesiac;Rok;L1;L2;L3;L4;L5
3497;25;11;2015;26;12;38;41;7
3498;26;11;2015;33;12;4;26;23
3499;27;11;2015;4;10;25;24;18
3500;28;11;2015;33;7;27;6;22
3501;30;11;2015;16;8;33;37;4
3502;1;12;2015;4;28;17;9;39
3503;2;12;2015;18;2;29;40;38
3504;3;12;2015;27;7;38;24;12
3505;4;12;2015;13;42;36;25;38
3506;5;12;2015;24;21;36;30;2
3507;6;12;2015;8;20;40;29;36
3508;7;12;2015;27;14;40;34;41
3509;8;12;2015;28;8;17;20;3
3510;9;12;2015;35;28;17;6;27
3511;10;12;2015;31;6;13;8;14
3512;11;12;2015;30;41;42;12;18
3513;12;12;2015;19;37;18;28;24
3514;13;12;2015;12;39;40;8;23
3515;14;12;2015;22;19;37;27;25
3516;15;12;2015;22;37;36;19;23
3517;16;12;2015;37;1;7;28;6
3518;17;12;2015;1;17;15;27;37
3519;18;12;2015;8;32;21;5;36
3520;19;12;2015;2;21;29;20;16
3521;20;12;2015;39;11;31;21;9
3522;21;12;2015;33;39;3;27;15
3523;22;12;2015;40;36;27;26;31
3524;23;12;2015;3;13;10;22;18
3525;24;12;2015;36;40;14;32;7
3526;25;12;2015;18;26;16;2;41
3527;26;12;2015;25;1;3;7;10
3528;27;12;2015;28;32;38;13;7
3529;28;12;2015;30;26;22;18;19
3530;29;12;2015;18;31;37;41;19
3531;30;12;2015;35;42;26;34;41
3532;31;12;2015;39;42;6;1;4
3533;1;1;2016;31;36;39;13;15
3534;2;1;2016;5;11;22;23;24
3535;3;1;2016;40;9;26;33;7
3536;4;1;2016;10;13;33;29;19
3537;5;1;2016;2;26;5;34;19
3538;6;1;2016;40;31;7;30;5
3539;7;1;2016;23;39;14;41;27
3540;8;1;2016;1;26;9;10;17
3541;9;1;2016;4;13;33;23;34
3542;10;1;2016;19;10;12;1;31
3543;11;1;2016;25;34;39;21;17
3544;12;1;2016;27;2;24;11;14
3545;13;1;2016;4;34;5;37;11
3546;14;1;2016;27;18;30;13;38
3547;15;1;2016;8;14;20;4;7
3548;16;1;2016;23;9;5;18;7
3549;17;1;2016;15;14;28;17;16
3550;18;1;2016;16;7;25;30;38
3551;19;1;2016;25;6;20;21;7
3552;20;1;2016;8;34;29;41;32
3553;21;1;2016;19;7;25;2;3
3554;22;1;2016;20;6;8;26;30
3555;23;1;2016;16;33;28;10;23
3556;24;1;2016;35;32;42;24;33
3557;25;1;2016;17;7;18;4;36
3558;26;1;2016;39;15;10;25;12
3559;27;1;2016;21;27;39;4;14
3560;28;1;2016;38;29;9;32;42
3561;29;1;2016;31;5;18;12;39
3562;30;1;2016;31;15;11;35;33
3563;31;1;2016;38;21;11;41;28
3564;1;2;2016;22;14;13;24;17
3565;2;2;2016;1;30;10;22;38
3566;3;2;2016;41;12;33;2;11
3567;4;2;2016;16;21;19;35;15
3568;5;2;2016;28;22;38;1;27
3569;6;2;2016;7;9;28;2;29
3570;7;2;2016;22;7;40;12;24
3571;8;2;2016;12;26;38;41;19
3572;9;2;2016;4;15;25;5;40
3573;10;2;2016;39;9;29;4;10
3574;11;2;2016;17;22;42;29;7
3575;12;2;2016;33;42;19;16;3
3576;13;2;2016;30;16;33;4;20
3577;14;2;2016;31;21;22;6;20
3578;15;2;2016;32;1;9;20;5
3579;16;2;2016;30;5;25;27;24
3580;17;2;2016;12;23;14;4;39
3581;18;2;2016;30;14;38;11;5
3582;19;2;2016;34;5;32;38;14
3583;20;2;2016;24;14;39;42;3
3584;21;2;2016;16;20;3;30;32
3585;22;2;2016;35;34;39;15;9
3586;23;2;2016;17;41;36;18;31
3587;24;2;2016;14;4;32;1;6
3588;25;2;2016;38;17;40;25;2
3589;26;2;2016;39;8;32;6;2
3590;27;2;2016;17;34;5;21;27
3591;28;2;2016;36;24;14;5;8
3592;29;2;2016;11;24;40;36;34
3593;1;3;2016;25;24;33;5;14
3594;2;3;2016;35;9;28;41;10
3595;3;3;2016;40;23;5;21;29
3596;4;3;2016;28;14;31;22;32
3597;5;3;2016;21;17;33;5;19
3598;6;3;2016;24;37;38;12;30
3599;7;3;2016;9;38;1;27;25
3600;8;3;2016;25;11;24;40;8
3601;9;3;2016;15;38;13;12;42
3602;10;3;2016;17;25;35;11;26
3603;11;3;2016;30;1;2;10;5
3604;12;3;2016;7;17;11;23;16
3605;13;3;2016;37;32;14;13;16
3606;14;3;2016;15;40;42;23;29
3607;15;3;2016;16;4;38;11;17
3608;16;3;2016;34;7;33;9;40
3609;17;3;2016;21;9;32;8;40
3610;18;3;2016;38;23;26;8;30
3611;19;3;2016;2;9;32;28;3
3612;20;3;2016;28;37;41;33;34
3613;21;3;2016;20;29;10;33;11
3614;22;3;2016;26;41;31;18;32
3615;23;3;2016;3;6;22;27;4
3616;24;3;2016;1;4;8;27;36
3617;25;3;2016;25;18;37;14;27
3618;26;3;2016;4;26;3;36;28
3619;27;3;2016;16;15;26;18;6
3620;28;3;2016;19;33;42;14;28
3621;29;3;2016;33;34;29;5;16
3622;30;3;2016;18;23;13;14;8
3623;31;3;2016;38;23;26;20;21
3624;1;4;2016;6;5;25;21;23
3625;2;4;2016;35;22;23;11;13
3626;3;4;2016;42;34;25;30;16
3627;4;4;2016;6;22;11;26;3
3628;5;4;2016;4;2;23;35;39
3629;6;4;2016;26;9;1;15;32
3630;7;4;2016;1;11;18;4;9
3631;8;4;2016;25;19;33;12;1
3632;9;4;2016;21;39;19;1;18
3633;10;4;2016;11;29;7;31;28
3634;11;4;2016;19;12;2;3;9
3635;12;4;2016;33;11;10;19;9
3636;13;4;2016;32;33;28;12;13
3637;14;4;2016;42;3;8;16;1
3638;15;4;2016;27;30;35;29;37
3639;16;4;2016;41;15;8;22;3
3640;17;4;2016;14;17;41;3;9
3641;18;4;2016;18;4;22;15;23
3642;19;4;2016;26;17;22;4;18
3643;20;4;2016;24;18;39;30;14
3644;21;4;2016;26;14;9;25;19
3645;22;4;2016;17;10;37;22;21
3646;23;4;2016;18;15;11;34;27
3647;24;4;2016;30;17;28;5;42
3648;25;4;2016;1;32;41;13;9
3649;26;4;2016;36;8;23;39;4
3650;27;4;2016;32;6;20;14;29
3651;28;4;2016;15;3;19;16;8
3652;29;4;2016;29;12;10;31;23
3653;30;4;2016;40;5;35;16;26
3654;1;5;2016;12;42;15;21;17
3655;2;5;2016;28;31;39;24;34
3656;3;5;2016;4;31;1;40;33
3657;4;5;2016;27;8;20;29;7
3658;5;5;2016;42;28;40;34;21
3659;6;5;2016;20;28;26;32;23
3660;7;5;2016;19;36;28;35;39
3661;8;5;2016;3;10;17;6;11
3662;9;5;2016;37;34;22;38;42
3663;10;5;2016;40;17;39;11;31
3664;11;5;2016;5;21;9;32;22
3665;12;5;2016;4;38;24;12;21
3666;13;5;2016;29;26;3;36;4
3667;14;5;2016;3;10;17;35;25
3668;15;5;2016;20;4;35;27;7
3669;16;5;2016;12;27;36;11;25
3670;17;5;2016;9;27;14;37;4
3671;18;5;2016;5;21;27;13;10
3672;19;5;2016;3;21;17;35;31
3673;20;5;2016;36;33;28;12;9
3674;21;5;2016;21;1;40;37;42
3675;22;5;2016;39;23;40;14;26
3676;23;5;2016;28;16;32;10;20
3677;24;5;2016;16;20;29;2;14
3678;25;5;2016;20;35;6;32;41
3679;26;5;2016;28;32;12;38;18
3680;27;5;2016;30;20;33;25;4
3681;28;5;2016;29;4;8;15;3
3682;29;5;2016;9;38;35;19;37
3683;30;5;2016;27;10;25;3;21
3684;31;5;2016;24;13;7;34;2
3685;1;6;2016;21;30;5;18;41
3686;2;6;2016;9;30;7;39;14
3687;3;6;2016;39;1;3;36;15
3688;4;6;2016;7;12;10;23;40
3689;5;6;2016;12;11;41;37;34
3690;6;6;2016;4;2;16;5;42
3691;7;6;2016;1;4;22;9;26
3692;8;6;2016;20;8;41;10;3
3693;9;6;2016;10;42;36;38;29
3694;10;6;2016;18;22;13;23;4
3695;11;6;2016;36;9;26;27;31
3696;12;6;2016;9;12;6;28;17
3697;13;6;2016;33;4;7;18;19
3698;14;6;2016;10;13;35;6;41
3699;15;6;2016;37;17;13;19;5
3700;16;6;2016;35;36;11;2;20
3701;17;6;2016;40;41;42;9;25
3702;18;6;2016;33;24;38;4;41
3703;19;6;2016;26;24;22;41;34
3704;20;6;2016;42;28;38;12;6
3705;21;6;2016;6;27;7;38;23
3706;22;6;2016;7;15;30;19;23
3707;23;6;2016;1;42;36;29;21
3708;24;6;2016;36;41;21;17;40
3709;25;6;2016;10;20;27;23;15
3710;26;6;2016;30;41;33;20;8
3711;27;6;2016;3;2;10;36;41
3712;28;6;2016;4;7;20;21;40
3713;29;6;2016;20;12;34;5;13
3714;30;6;2016;37;28;25;14;11
3715;1;7;2016;38;41;30;5;27
3716;2;7;2016;4;12;2;42;32
3717;3;7;2016;38;24;5;16;26
3718;4;7;2016;25;6;21;42;5
3719;5;7;2016;25;40;41;38;19
3720;6;7;2016;41;33;5;3;25
3721;7;7;2016;31;17;32;10;26
3722;8;7;2016;15;34;20;25;8
3723;9;7;2016;6;33;27;40;11
3724;10;7;2016;12;26;1;36;30
3725;11;7;2016;7;32;17;41;15
3726;12;7;2016;42;5;14;41;6
3727;13;7;2016;37;40;22;32;18
3728;14;7;2016;25;26;5;8;7
3729;15;7;2016;8;1;6;17;22
3730;16;7;2016;28;37;5;34;4
3731;17;7;2016;28;12;16;41;21
3732;18;7;2016;6;30;42;41;31
3733;19;7;2016;1;40;34;41;5
3734;20;7;2016;15;3;37;19;30
3735;21;7;2016;30;23;18;16;8
3736;22;7;2016;3;31;14;37;21
3737;23;7;2016;16;11;7;38;6
3738;24;7;2016;42;33;6;8;29
3739;25;7;2016;33;13;21;30;12
3740;26;7;2016;6;40;34;27;14
3741;27;7;2016;37;25;40;33;16
3742;28;7;2016;14;32;25;2;5
3743;29;7;2016;24;28;4;6;38
3744;30;7;2016;25;5;10;7;37
3745;31;7;2016;13;16;31;26;18
3746;1;8;2016;34;7;17;32;35
3747;2;8;2016;12;24;15;2;4
3748;3;8;2016;8;31;40;25;27
3749;4;8;2016;15;24;34;38;42
3750;5;8;2016;22;34;6;10;7
3751;6;8;2016;21;9;2;30;8
3752;7;8;2016;14;39;20;26;18
3753;8;8;2016;25;14;30;34;38
3754;9;8;2016;5;36;16;21;32
3755;10;8;2016;16;26;25;19;13
3756;11;8;2016;9;10;21;24;40
3757;12;8;2016;28;12;32;36;5
3758;13;8;2016;1;16;22;17;30
3759;14;8;2016;25;22;36;27;21
3760;15;8;2016;30;12;34;31;35
3761;16;8;2016;36;40;42;10;34
3762;17;8;2016;9;17;23;26;35
3763;18;8;2016;37;17;26;3;30
3764;19;8;2016;42;38;10;7;24
3765;20;8;2016;7;26;22;20;38
3766;21;8;2016;3;26;12;35;36
3767;22;8;2016;5;10;17;39;1
3768;23;8;2016;9;29;4;36;5
3769;24;8;2016;6;21;17;27;34
3770;25;8;2016;34;26;29;5;21
3771;26;8;2016;6;10;31;33;4
3772;27;8;2016;31;38;27;12;33
3773;28;8;2016;22;41;6;20;14
3774;29;8;2016;34;29;3;4;35
3775;30;8;2016;1;35;2;4;26
3776;31;8;2016;36;12;28;3;21
3777;1;9;2016;16;19;30;20;42
3778;2;9;2016;11;27;42;28;21
3779;3;9;2016;5;2;24;36;3
3780;4;9;2016;33;30;9;26;35
3781;5;9;2016;17;22;11;21;19
3782;6;9;2016;40;20;16;5;18
3783;7;9;2016;28;35;24;8;23
3784;8;9;2016;16;13;17;41;14
3785;9;9;2016;12;13;4;21;7
3786;10;9;2016;27;37;38;24;36
3787;11;9;2016;32;26;18;40;38
3788;12;9;2016;2;7;28;24;12
3789;13;9;2016;20;40;35;34;19
3790;14;9;2016;4;29;18;21;22
3791;15;9;2016;40;34;25;35;29
3792;16;9;2016;20;31;30;39;28
3793;17;9;2016;5;30;8;31;25
3794;18;9;2016;13;24;39;14;28
3795;19;9;2016;34;38;1;14;25
3796;20;9;2016;40;8;9;12;27
3797;21;9;2016;39;20;14;17;37
3798;22;9;2016;42;15;29;21;37
3799;23;9;2016;7;19;37;24;28
3800;24;9;2016;20;28;42;36;25
3801;25;9;2016;36;32;3;26;2
3802;26;9;2016;4;9;38;19;26
3803;27;9;2016;39;19;5;20;40
3804;28;9;2016;41;7;23;17;21
3805;29;9;2016;21;34;36;40;19
3806;30;9;2016;40;41;17;31;23
3807;1;10;2016;2;19;26;37;7
3808;2;10;2016;2;17;1;4;35
3809;3;10;2016;2;27;19;20;15
3810;4;10;2016;26;32;21;16;22
3811;5;10;2016;10;23;9;12;3
3812;6;10;2016;6;10;33;31;37
3813;7;10;2016;23;27;2;12;18
3814;8;10;2016;6;4;30;41;31
3815;9;10;2016;23;9;34;22;5
3816;10;10;2016;4;22;40;24;41
3817;11;10;2016;13;17;25;7;15
3818;12;10;2016;19;1;8;33;42
3819;13;10;2016;37;27;17;16;15
3820;14;10;2016;37;34;10;3;35
3821;15;10;2016;26;16;9;29;14
3822;16;10;2016;13;37;9;28;31
3823;17;10;2016;26;30;6;7;3
3824;18;10;2016;13;15;36;35;19
3825;19;10;2016;25;32;33;20;30
3826;20;10;2016;13;37;36;39;38
3827;21;10;2016;8;26;28;35;4
3828;22;10;2016;11;17;7;26;25
3829;23;10;2016;39;29;12;30;28
3830;24;10;2016;23;37;19;13;24
3831;25;10;2016;21;13;3;26;1
3832;26;10;2016;34;39;8;21;25
3833;27;10;2016;5;42;10;19;41
3834;28;10;2016;28;13;19;34;22
3835;29;10;2016;16;26;3;11;30
3836;30;10;2016;24;20;36;26;1
3837;31;10;2016;2;29;5;40;34
3838;1;11;2016;28;33;23;31;34
3839;2;11;2016;9;18;38;20;16
3840;3;11;2016;1;40;18;32;42
3841;4;11;2016;42;16;2;5;10
3842;5;11;2016;6;14;31;26;10
3843;6;11;2016;33;13;42;9;25
3844;7;11;2016;29;28;7;31;36
3845;8;11;2016;25;2;16;29;41
3846;9;11;2016;21;4;41;32;16
3847;10;11;2016;27;21;14;26;39
3848;11;11;2016;28;33;38;42;25
3849;12;11;2016;27;31;17;15;4
3850;13;11;2016;2;39;25;29;37
3851;14;11;2016;15;17;29;6;11
3852;15;11;2016;11;7;32;33;13
3853;16;11;2016;17;2;23;21;3
3854;17;11;2016;14;11;25;15;41
3855;18;11;2016;24;38;2;35;11
3856;19;11;2016;17;16;3;11;41
3857;20;11;2016;37;32;34;42;13
3858;21;11;2016;13;7;16;41;21
3859;22;11;2016;20;23;39;42;34
3860;23;11;2016;18;5;34;30;19
3861;24;11;2016;35;39;3;36;4
3862;25;11;2016;10;40;18;24;39
3863;26;11;2016;11;29;21;12;6
3864;27;11;2016;12;18;11;35;29
3865;28;11;2016;24;4;1;6;21
3866;29;11;2016;16;17;9;29;7
3867;30;11;2016;7;9;24;40;2
3868;1;12;2016;39;4;1;26;37
3869;2;12;2016;8;35;9;25;10
3870;3;12;2016;15;42;14;24;16
3871;4;12;2016;17;10;33;18;19
3872;5;12;2016;23;20;14;34;25
3873;6;12;2016;26;30;34;11;2
3874;7;12;2016;26;9;24;16;40
3875;8;12;2016;33;41;3;11;35
3876;9;12;2016;34;36;26;42;27
3877;10;12;2016;30;18;40;42;9
3878;11;12;2016;39;34;1;6;7
3879;12;12;2016;4;34;26;35;40
3880;13;12;2016;23;21;25;27;28
3881;14;12;2016;37;16;20;3;36
3882;15;12;2016;19;18;14;23;12
3883;16;12;2016;21;19;3;14;13
3884;17;12;2016;12;35;13;17;39
3885;18;12;2016;14;23;5;9;39
3886;19;12;2016;32;6;25;16;13
3887;20;12;2016;25;2;19;18;11
3888;21;12;2016;15;16;13;5;36
3889;22;12;2016;22;39;1;24;30
3890;23;12;2016;1;6;2;25;16
3891;24;12;2016;7;28;41;39;38
3892;25;12;2016;28;21;19;36;31
3893;26;12;2016;31;7;18;25;16
3894;27;12;2016;29;24;40;3;17
3895;28;12;2016;25;4;2;18;11
3896;29;12;2016;34;11;10;23;19
3897;30;12;2016;29;30;8;41;28
3898;31;12;2016;12;22;31;16;40
3899;1;1;2017;7;6;2;1;24
3900;2;1;2017;30;31;27;37;39
3901;3;1;2017;31;15;40;3;35
3902;4;1;2017;37;17;6;39;22
3903;5;1;2017;32;35;30;1;38
3904;6;1;2017;25;30;27;4;40
3905;7;1;2017;28;9;30;38;12
3906;8;1;2017;36;15;35;38;13
3907;9;1;2017;34;42;35;4;7
3908;10;1;2017;36;35;4;12;38
3909;11;1;2017;5;3;35;1;40
3910;12;1;2017;6;31;19;4;5
3911;13;1;2017;32;33;15;26;16
3912;14;1;2017;5;1;10;35;32
3913;15;1;2017;1;12;19;17;34
3914;16;1;2017;22;15;9;29;26
3915;17;1;2017;20;18;16;34;19
3916;18;1;2017;32;26;11;14;23
3917;19;1;2017;24;16;2;42;32
3918;20;1;2017;14;23;19;35;31
3919;21;1;2017;18;33;10;22;23
3920;22;1;2017;22;32;7;5;42
3921;23;1;2017;27;30;22;33;14
3922;24;1;2017;15;30;16;2;14
3923;25;1;2017;37;26;36;30;29
3924;26;1;2017;3;39;4;41;29
3925;27;1;2017;16;3;32;27;19
3926;28;1;2017;7;15;18;19;20
3927;29;1;2017;26;13;31;7;25
3928;30;1;2017;12;28;14;2;24
3929;31;1;2017;35;8;42;36;14
3930;1;2;2017;9;13;24;19;31
3931;2;2;2017;15;9;39;1;10
3932;3;2;2017;14;40;34;33;11
3933;4;2;2017;12;32;9;17;10
3934;5;2;2017;33;41;20;42;32
3935;6;2;2017;23;29;28;31;16
3936;7;2;2017;38;2;6;17;33
3937;8;2;2017;2;3;15;35;38
3938;9;2;2017;5;27;26;10;2
3939;10;2;2017;1;6;41;36;7
3940;11;2;2017;4;15;13;42;17
3941;12;2;2017;27;13;32;5;4
3942;13;2;2017;37;28;20;34;22
3943;14;2;2017;26;39;28;13;34
3944;15;2;2017;30;29;39;41;42
3945;16;2;2017;42;19;10;36;12
3946;17;2;2017;41;26;27;12;24
3947;18;2;2017;8;19;24;5;32
3948;19;2;2017;19;27;4;40;12
3949;20;2;2017;23;8;40;22;29
3950;21;2;2017;8;27;24;20;3
3951;22;2;2017;39;21;15;42;22
3952;23;2;2017;6;34;15;14;25
3953;24;2;2017;2;20;19;23;38
3954;25;2;2017;37;25;11;38;15
3955;26;2;2017;13;24;4;23;30
3956;27;2;2017;35;11;24;28;18
3957;28;2;2017;36;37;32;25;41
3958;1;3;2017;23;3;21;30;32
3959;2;3;2017;36;22;40;17;38
3960;3;3;2017;7;41;37;30;17
3961;4;3;2017;23;29;33;4;8
3962;5;3;2017;2;25;28;38;17
3963;6;3;2017;2;40;27;39;17
3964;7;3;2017;2;18;7;23;40
3965;8;3;2017;29;28;4;24;17
3966;9;3;2017;41;5;42;6;11
3967;10;3;2017;38;16;28;40;4
3968;11;3;2017;28;36;16;35;24
3969;12;3;2017;4;31;9;1;29
3970;13;3;2017;26;35;38;12;27
3971;14;3;2017;38;18;22;8;12
3972;15;3;2017;20;23;24;30;14
3973;16;3;2017;37;24;15;28;39
3974;17;3;2017;11;27;4;42;5
3975;18;3;2017;13;36;39;4;15
3976;19;3;2017;1;6;28;7;15
3977;20;3;2017;35;42;3;36;33
3978;21;3;2017;40;8;25;15;23
3979;22;3;2017;31;1;29;14;11
3980;23;3;2017;21;29;8;36;4
3981;24;3;2017;32;14;27;2;7
3982;25;3;2017;7;36;33;6;13
3983;26;3;2017;35;14;41;34;24
3984;27;3;2017;27;12;17;21;9
3985;28;3;2017;39;34;35;19;2
3986;29;3;2017;2;29;19;22;3
3987;30;3;2017;31;1;9;22;30
3988;31;3;2017;11;1;5;17;41
3989;1;4;2017;22;7;33;32;10
3990;2;4;2017;13;11;16;27;32
3991;3;4;2017;38;41;29;13;34
3992;4;4;2017;14;27;2;9;8
3993;5;4;2017;39;22;13;36;20
3994;6;4;2017;12;21;24;8;22
3995;7;4;2017;31;28;37;24;22
3996;8;4;2017;1;33;34;20;36
3997;9;4;2017;27;33;30;3;5
3998;10;4;2017;38;20;33;31;36
3999;11;4;2017;24;32;6;22;40
4000;12;4;2017;28;20;11;42;27
4001;13;4;2017;17;14;41;32;15
4002;14;4;2017;6;17;40;14;38
4003;15;4;2017;25;20;42;22;2
4004;16;4;2017;9;37;7;41;5
4005;17;4;2017;26;24;15;25;41
4006;18;4;2017;20;18;39;34;10
4007;19;4;2017;34;16;10;29;28
4008;20;4;2017;21;25;23;13;36
4009;21;4;2017;36;27;42;15;33
4010;22;4;2017;29;27;37;25;15
4011;23;4;2017;40;14;38;12;20
4012;24;4;2017;11;20;38;39;30
4013;25;4;2017;5;37;22;12;8
4014;26;4;2017;24;20;12;37;26
4015;27;4;2017;7;16;13;29;30
4016;28;4;2017;32;23;22;6;34
4017;29;4;2017;6;3;7;32;28
4018;30;4;2017;17;19;15;8;31
4019;1;5;2017;15;42;12;40;11
4020;2;5;2017;26;5;10;17;35
4021;3;5;2017;39;8;1;22;32
4022;4;5;2017;23;38;6;26;9
4023;5;5;2017;35;1;7;33;15
4024;6;5;2017;19;27;3;11;2
4025;7;5;2017;23;20;41;16;37
4026;8;5;2017;39;6;12;26;11
4027;9;5;2017;41;18;8;37;42
4028;10;5;2017;30;15;28;27;6
4029;11;5;2017;33;34;10;5;19
4030;12;5;2017;37;35;13;30;11
4031;13;5;2017;11;3;34;8;36
4032;14;5;2017;31;22;8;26;13
4033;15;5;2017;32;2;6;11;18
4034;16;5;2017;13;20;42;16;28
4035;17;5;2017;29;30;3;16;12
4036;18;5;2017;4;9;16;38;40
4037;19;5;2017;15;23;19;37;40
4038;20;5;2017;35;41;32;33;30
4039;21;5;2017;22;7;26;38;27
4040;22;5;2017;12;18;1;5;15
4041;23;5;2017;21;4;25;19;12
4042;24;5;2017;33;40;26;20;35
4043;25;5;2017;6;9;30;26;1
4044;26;5;2017;27;28;37;24;38
4045;27;5;2017;29;16;33;4;10
4046;28;5;2017;42;29;24;28;18
4047;29;5;2017;27;31;3;14;41
4048;30;5;2017;9;17;14;31;22
4049;31;5;2017;21;14;22;29;15
4050;1;6;2017;19;26;35;28;36
4051;2;6;2017;9;8;39;21;2
4052;3;6;2017;13;26;14;42;35
4053;4;6;2017;37;15;4;20;13
4054;5;6;2017;31;12;10;24;40
4055;6;6;2017;5;15;37;12;21
4056;7;6;2017;9;5;6;16;37
4057;8;6;2017;32;26;7;19;14
4058;9;6;2017;17;21;2;40;12
4059;10;6;2017;1;34;23;35;14
4060;11;6;2017;31;14;35;18;12
4061;12;6;2017;10;35;41;33;30
4062;13;6;2017;7;21;19;34;2
4063;14;6;2017;14;7;16;19;5
4064;15;6;2017;37;32;17;28;19
4065;16;6;2017;2;7;8;27;12
4066;17;6;2017;36;12;37;39;35
4067;18;6;2017;13;22;11;12;9
4068;19;6;2017;7;32;41;11;12
4069;20;6;2017;4;3;24;10;22
4070;21;6;2017;34;23;11;10;40
4071;22;6;2017;8;11;35;29;37
4072;23;6;2017;15;27;24;14;4
4073;24;6;2017;30;36;28;21;33
4074;25;6;2017;24;8;15;41;42
4075;26;6;2017;11;15;18;30;19
4076;27;6;2017;35;6;19;15;32
4077;28;6;2017;33;28;27;31;38
4078;29;6;2017;27;31;6;26;24
4079;30;6;2017;24;13;26;23;18
4080;1;7;2017;24;32;3;2;38
4081;2;7;2017;17;27;31;30;40
4082;3;7;2017;29;6;16;25;22
4083;4;7;2017;24;40;21;18;14
4084;5;7;2017;23;22;18;4;28
4085;6;7;2017;29;5;24;23;38
4086;7;7;2017;15;33;4;19;42
4087;8;7;2017;2;5;33;35;27
4088;9;7;2017;2;25;9;37;15
4089;10;7;2017;24;30;6;26;32
4090;11;7;2017;27;9;41;19;24
4091;12;7;2017;27;33;20;5;37
4092;13;7;2017;30;39;18;4;29
4093;14;7;2017;36;21;13;15;19
4094;15;7;2017;12;36;23;19;29
4095;16;7;2017;23;20;32;9;22
4096;17;7;2017;25;42;15;4;2
4097;18;7;2017;5;16;21;29;12
4098;19;7;2017;9;26;35;19;24
4099;20;7;2017;22;38;7;3;36
4100;21;7;2017;14;25;23;2;8
4101;22;7;2017;15;41;14;37;22
4102;23;7;2017;33;13;2;5;9
4103;24;7;2017;1;40;13;37;10
4104;25;7;2017;27;21;4;1;12
4105;26;7;2017;32;29;42;38;27
4106;27;7;2017;38;10;15;2;36
4107;28;7;2017;1;38;23;36;33
4108;29;7;2017;22;19;38;15;33
4109;30;7;2017;7;38;39;40;8
4110;31;7;2017;25;33;17;42;27
4111;1;8;2017;10;12;39;14;18
4112;2;8;2017;34;22;25;1;14
4113;3;8;2017;13;29;6;4;40
4114;4;8;2017;8;15;13;33;11
4115;5;8;2017;29;22;16;21;25
4116;6;8;2017;12;7;30;40;41
4117;7;8;2017;23;27;9;41;12
4118;8;8;2017;29;12;18;35;11
4119;9;8;2017;11;9;18;35;40
4120;10;8;2017;1;11;27;26;2
4121;11;8;2017;41;27;2;10;22
4122;12;8;2017;22;39;3;21;28
4123;13;8;2017;24;6;14;40;11
4124;14;8;2017;5;33;19;3;21
4125;15;8;2017;16;27;12;3;13
4126;16;8;2017;13;10;34;22;14
4127;17;8;2017;41;25;36;15;28
4128;18;8;2017;21;20;3;18;9
4129;19;8;2017;22;34;42;15;21
4130;20;8;2017;4;27;42;6;1
4131;21;8;2017;32;10;33;30;25
4132;22;8;2017;39;31;27;42;35
4133;23;8;2017;13;31;16;12;36
4134;24;8;2017;42;12;35;14;31
4135;25;8;2017;20;3;2;29;13
4136;26;8;2017;35;34;29;3;17
4137;27;8;2017;17;40;5;2;23
4138;28;8;2017;4;16;19;6;5
4139;29;8;2017;31;23;32;3;33
4140;30;8;2017;7;6;13;9;40
4141;31;8;2017;38;8;27;33;2
4142;1;9;2017;42;19;16;39;17
4143;2;9;2017;38;18;15;41;24
4144;3;9;2017;23;8;12;6;17
4145;4;9;2017;14;37;32;22;23
4146;5;9;2017;37;8;12;15;24
4147;6;9;2017;8;21;39;28;5
4148;7;9;2017;17;38;5;12;13
4149;8;9;2017;38;42;21;14;18
4150;9;9;2017;11;23;14;13;21
4151;10;9;2017;4;13;11;16;27
4152;11;9;2017;25;12;11;37;41
4153;12;9;2017;23;1;8;6;12
4154;13;9;2017;26;39;25;1;21
4155;14;9;2017;2;25;37;26;30
4156;15;9;2017;34;17;4;37;22
4157;16;9;2017;27;13;8;10;23
4158;17;9;2017;7;42;36;17;14
4159;18;9;2017;29;30;4;39;15
4160;19;9;2017;7;33;30;28;9
4161;20;9;2017;16;38;5;24;34
4162;21;9;2017;23;13;11;26;8
4163;22;9;2017;38;6;34;23;40
4164;23;9;2017;15;31;40;34;33
4165;24;9;2017;6;30;27;34;32
4166;25;9;2017;16;10;8;4;6
4167;26;9;2017;11;20;7;18;30
4168;27;9;2017;28;27;39;8;14
4169;28;9;2017;2;27;25;5;31
4170;29;9;2017;32;35;20;38;12
4171;30;9;2017;24;22;8;2;16
4172;1;10;2017;41;18;14;36;24
4173;2;10;2017;25;28;40;24;9
4174;3;10;2017;38;22;13;1;26
4175;4;10;2017;23;8;16;26;30
4176;5;10;2017;18;12;10;14;40
4177;6;10;2017;39;18;11;2;41
4178;7;10;2017;38;11;40;1;36
4179;8;10;2017;11;24;6;31;32
4180;9;10;2017;6;4;30;7;24
4181;10;10;2017;13;19;8;27;34
4182;11;10;2017;31;33;29;8;20
4183;12;10;2017;2;6;9;36;16
4184;13;10;2017;35;38;8;23;28
4185;14;10;2017;31;39;28;11;29
4186;15;10;2017;19;32;23;27;8
4187;16;10;2017;33;5;18;11;31
4188;17;10;2017;37;13;30;1;17
4189;18;10;2017;7;40;39;32;23
4190;19;10;2017;42;29;19;10;2
4191;20;10;2017;12;41;10;31;40
4192;21;10;2017;23;36;39;8;17
4193;22;10;2017;31;1;34;8;19
4194;23;10;2017;11;16;3;39;23
